web-scrapper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines,cle_station,nom_station
,02/10/2023,16/12/2023,22/12/2023,439,439,Studio pour 4 Personnes,723394,Résidence Zodiac,La Plagne - Plagne Aime 2000,,50,74,La Plagne - Plagne Aime 2000
,02/10/2023,16/12/2023,22/12/2023,498,498,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,50,74,La Plagne - Plagne Aime 2000
,02/10/2023,16/12/2023,22/12/2023,549,549,Studio pour 4 Personnes,723354,Résidence Zodiac,La Plagne - Plagne Aime 2000,,50,74,La Plagne - Plagne Aime 2000
,02/10/2023,16/12/2023,22/12/2023,580,580,Studio pour 4 Personnes,808244,Résidence Zodiac,La Plagne - Plagne Aime 2000,,50,74,La Plagne - Plagne Aime 2000
,02/10/2023,23/12/2023,29/12/2023,787,787,Studio pour 4 Personnes,723454,Résidence Zodiac,La Plagne - Plagne Aime 2000,,51,74,La Plagne - Plagne Aime 2000
,02/10/2023,23/12/2023,29/12/2023,796,796,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,51,74,La Plagne - Plagne Aime 2000
,02/10/2023,23/12/2023,29/12/2023,927,927,Studio pour 4 Personnes,808244,Résidence Zodiac,La Plagne - Plagne Aime 2000,,51,74,La Plagne - Plagne Aime 2000
,02/10/2023,30/12/2023,05/01/2024,878,878,Studio pour 4 Personnes,723394,Résidence Zodiac,La Plagne - Plagne Aime 2000,,52,74,La Plagne - Plagne Aime 2000
,02/10/2023,30/12/2023,05/01/2024,983,983,Studio pour 4 Personnes,723454,Résidence Zodiac,La Plagne - Plagne Aime 2000,,52,74,La Plagne - Plagne Aime 2000
,02/10/2023,30/12/2023,05/01/2024,995,995,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,52,74,La Plagne - Plagne Aime 2000
,02/10/2023,30/12/2023,05/01/2024,1098,1098,Studio pour 4 Personnes,723354,Résidence Zodiac,La Plagne - Plagne Aime 2000,,52,74,La Plagne - Plagne Aime 2000
,02/10/2023,30/12/2023,05/01/2024,1159,1159,Studio pour 4 Personnes,808244,Résidence Zodiac,La Plagne - Plagne Aime 2000,,52,74,La Plagne - Plagne Aime 2000
,02/10/2023,06/01/2024,12/01/2024,439,439,Studio pour 4 Personnes,723394,Résidence Zodiac,La Plagne - Plagne Aime 2000,,1,74,La Plagne - Plagne Aime 2000
,02/10/2023,06/01/2024,12/01/2024,492,492,Studio pour 4 Personnes,723454,Résidence Zodiac,La Plagne - Plagne Aime 2000,,1,74,La Plagne - Plagne Aime 2000
,02/10/2023,06/01/2024,12/01/2024,498,498,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,1,74,La Plagne - Plagne Aime 2000
,02/10/2023,06/01/2024,12/01/2024,549,549,Studio pour 4 Personnes,723354,Résidence Zodiac,La Plagne - Plagne Aime 2000,,1,74,La Plagne - Plagne Aime 2000
,02/10/2023,06/01/2024,12/01/2024,580,580,Studio pour 4 Personnes,808244,Résidence Zodiac,La Plagne - Plagne Aime 2000,,1,74,La Plagne - Plagne Aime 2000
,02/10/2023,13/01/2024,19/01/2024,483,483,Studio pour 4 Personnes,723394,Résidence Zodiac,La Plagne - Plagne Aime 2000,,2,74,La Plagne - Plagne Aime 2000
,02/10/2023,13/01/2024,19/01/2024,547,547,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,2,74,La Plagne - Plagne Aime 2000
,02/10/2023,13/01/2024,19/01/2024,604,604,Studio pour 4 Personnes,723354,Résidence Zodiac,La Plagne - Plagne Aime 2000,,2,74,La Plagne - Plagne Aime 2000
,02/10/2023,13/01/2024,19/01/2024,638,638,Studio pour 4 Personnes,808244,Résidence Zodiac,La Plagne - Plagne Aime 2000,,2,74,La Plagne - Plagne Aime 2000
,02/10/2023,20/01/2024,26/01/2024,527,527,Studio pour 4 Personnes,723394,Résidence Zodiac,La Plagne - Plagne Aime 2000,,3,74,La Plagne - Plagne Aime 2000
,02/10/2023,20/01/2024,26/01/2024,590,590,Studio pour 4 Personnes,723454,Résidence Zodiac,La Plagne - Plagne Aime 2000,,3,74,La Plagne - Plagne Aime 2000
,02/10/2023,20/01/2024,26/01/2024,597,597,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,3,74,La Plagne - Plagne Aime 2000
,02/10/2023,20/01/2024,26/01/2024,659,659,Studio pour 4 Personnes,723354,Résidence Zodiac,La Plagne - Plagne Aime 2000,,3,74,La Plagne - Plagne Aime 2000
,02/10/2023,20/01/2024,26/01/2024,695,695,Studio pour 4 Personnes,808244,Résidence Zodiac,La Plagne - Plagne Aime 2000,,3,74,La Plagne - Plagne Aime 2000
,02/10/2023,27/01/2024,02/02/2024,571,571,Studio pour 4 Personnes,723394,Résidence Zodiac,La Plagne - Plagne Aime 2000,,4,74,La Plagne - Plagne Aime 2000
,02/10/2023,27/01/2024,02/02/2024,639,639,Studio pour 4 Personnes,723454,Résidence Zodiac,La Plagne - Plagne Aime 2000,,4,74,La Plagne - Plagne Aime 2000
,02/10/2023,27/01/2024,02/02/2024,647,647,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,4,74,La Plagne - Plagne Aime 2000
,02/10/2023,27/01/2024,02/02/2024,714,714,Studio pour 4 Personnes,723354,Résidence Zodiac,La Plagne - Plagne Aime 2000,,4,74,La Plagne - Plagne Aime 2000
,02/10/2023,27/01/2024,02/02/2024,753,753,Studio pour 4 Personnes,808244,Résidence Zodiac,La Plagne - Plagne Aime 2000,,4,74,La Plagne - Plagne Aime 2000
,02/10/2023,03/02/2024,09/02/2024,615,615,Studio pour 4 Personnes,723394,Résidence Zodiac,La Plagne - Plagne Aime 2000,,5,74,La Plagne - Plagne Aime 2000
,02/10/2023,03/02/2024,09/02/2024,688,688,Studio pour 4 Personnes,723454,Résidence Zodiac,La Plagne - Plagne Aime 2000,,5,74,La Plagne - Plagne Aime 2000
,02/10/2023,03/02/2024,09/02/2024,697,697,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,5,74,La Plagne - Plagne Aime 2000
,02/10/2023,03/02/2024,09/02/2024,768,768,Studio pour 4 Personnes,723354,Résidence Zodiac,La Plagne - Plagne Aime 2000,,5,74,La Plagne - Plagne Aime 2000
,02/10/2023,03/02/2024,09/02/2024,811,811,Studio pour 4 Personnes,808244,Résidence Zodiac,La Plagne - Plagne Aime 2000,,5,74,La Plagne - Plagne Aime 2000
,02/10/2023,10/02/2024,16/02/2024,878,878,Studio pour 4 Personnes,723394,Résidence Zodiac,La Plagne - Plagne Aime 2000,,6,74,La Plagne - Plagne Aime 2000
,02/10/2023,10/02/2024,16/02/2024,983,983,Studio pour 4 Personnes,723454,Résidence Zodiac,La Plagne - Plagne Aime 2000,,6,74,La Plagne - Plagne Aime 2000
,02/10/2023,10/02/2024,16/02/2024,995,995,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,6,74,La Plagne - Plagne Aime 2000
,02/10/2023,10/02/2024,16/02/2024,1159,1159,Studio pour 4 Personnes,808244,Résidence Zodiac,La Plagne - Plagne Aime 2000,,6,74,La Plagne - Plagne Aime 2000
,02/10/2023,17/02/2024,23/02/2024,878,878,Studio pour 4 Personnes,723394,Résidence Zodiac,La Plagne - Plagne Aime 2000,,7,74,La Plagne - Plagne Aime 2000
,02/10/2023,17/02/2024,23/02/2024,983,983,Studio pour 4 Personnes,723454,Résidence Zodiac,La Plagne - Plagne Aime 2000,,7,74,La Plagne - Plagne Aime 2000
,02/10/2023,17/02/2024,23/02/2024,995,995,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,7,74,La Plagne - Plagne Aime 2000
,02/10/2023,24/02/2024,01/03/2024,983,983,Studio pour 4 Personnes,723454,Résidence Zodiac,La Plagne - Plagne Aime 2000,,8,74,La Plagne - Plagne Aime 2000
,02/10/2023,24/02/2024,01/03/2024,995,995,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,8,74,La Plagne - Plagne Aime 2000
,02/10/2023,24/02/2024,01/03/2024,1098,1098,Studio pour 4 Personnes,723354,Résidence Zodiac,La Plagne - Plagne Aime 2000,,8,74,La Plagne - Plagne Aime 2000
,02/10/2023,02/03/2024,08/03/2024,983,983,Studio pour 4 Personnes,723454,Résidence Zodiac,La Plagne - Plagne Aime 2000,,9,74,La Plagne - Plagne Aime 2000
,02/10/2023,02/03/2024,08/03/2024,1159,1159,Studio pour 4 Personnes,808244,Résidence Zodiac,La Plagne - Plagne Aime 2000,,9,74,La Plagne - Plagne Aime 2000
,02/10/2023,09/03/2024,15/03/2024,659,659,Studio pour 4 Personnes,723394,Résidence Zodiac,La Plagne - Plagne Aime 2000,,10,74,La Plagne - Plagne Aime 2000
,02/10/2023,09/03/2024,15/03/2024,738,738,Studio pour 4 Personnes,723454,Résidence Zodiac,La Plagne - Plagne Aime 2000,,10,74,La Plagne - Plagne Aime 2000
,02/10/2023,09/03/2024,15/03/2024,746,746,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,10,74,La Plagne - Plagne Aime 2000
,02/10/2023,09/03/2024,15/03/2024,823,823,Studio pour 4 Personnes,723354,Résidence Zodiac,La Plagne - Plagne Aime 2000,,10,74,La Plagne - Plagne Aime 2000
,02/10/2023,16/03/2024,22/03/2024,615,615,Studio pour 4 Personnes,723394,Résidence Zodiac,La Plagne - Plagne Aime 2000,,11,74,La Plagne - Plagne Aime 2000
,02/10/2023,16/03/2024,22/03/2024,688,688,Studio pour 4 Personnes,723454,Résidence Zodiac,La Plagne - Plagne Aime 2000,,11,74,La Plagne - Plagne Aime 2000
,02/10/2023,16/03/2024,22/03/2024,697,697,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,11,74,La Plagne - Plagne Aime 2000
,02/10/2023,16/03/2024,22/03/2024,768,768,Studio pour 4 Personnes,723354,Résidence Zodiac,La Plagne - Plagne Aime 2000,,11,74,La Plagne - Plagne Aime 2000
,02/10/2023,16/03/2024,22/03/2024,811,811,Studio pour 4 Personnes,808244,Résidence Zodiac,La Plagne - Plagne Aime 2000,,11,74,La Plagne - Plagne Aime 2000
,02/10/2023,23/03/2024,29/03/2024,659,659,Studio pour 4 Personnes,723354,Résidence Zodiac,La Plagne - Plagne Aime 2000,,12,74,La Plagne - Plagne Aime 2000
,02/10/2023,23/03/2024,29/03/2024,695,695,Studio pour 4 Personnes,808244,Résidence Zodiac,La Plagne - Plagne Aime 2000,,12,74,La Plagne - Plagne Aime 2000
,02/10/2023,30/03/2024,05/04/2024,571,571,Studio pour 4 Personnes,723394,Résidence Zodiac,La Plagne - Plagne Aime 2000,,13,74,La Plagne - Plagne Aime 2000
,02/10/2023,30/03/2024,05/04/2024,639,639,Studio pour 4 Personnes,723454,Résidence Zodiac,La Plagne - Plagne Aime 2000,,13,74,La Plagne - Plagne Aime 2000
,02/10/2023,30/03/2024,05/04/2024,647,647,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,13,74,La Plagne - Plagne Aime 2000
,02/10/2023,30/03/2024,05/04/2024,714,714,Studio pour 4 Personnes,723354,Résidence Zodiac,La Plagne - Plagne Aime 2000,,13,74,La Plagne - Plagne Aime 2000
,02/10/2023,30/03/2024,05/04/2024,753,753,Studio pour 4 Personnes,808244,Résidence Zodiac,La Plagne - Plagne Aime 2000,,13,74,La Plagne - Plagne Aime 2000
,02/10/2023,06/04/2024,12/04/2024,527,527,Studio pour 4 Personnes,723394,Résidence Zodiac,La Plagne - Plagne Aime 2000,,14,74,La Plagne - Plagne Aime 2000
,02/10/2023,06/04/2024,12/04/2024,590,590,Studio pour 4 Personnes,723454,Résidence Zodiac,La Plagne - Plagne Aime 2000,,14,74,La Plagne - Plagne Aime 2000
,02/10/2023,06/04/2024,12/04/2024,597,597,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,14,74,La Plagne - Plagne Aime 2000
,02/10/2023,06/04/2024,12/04/2024,659,659,Studio pour 4 Personnes,723354,Résidence Zodiac,La Plagne - Plagne Aime 2000,,14,74,La Plagne - Plagne Aime 2000
,02/10/2023,06/04/2024,12/04/2024,695,695,Studio pour 4 Personnes,808244,Résidence Zodiac,La Plagne - Plagne Aime 2000,,14,74,La Plagne - Plagne Aime 2000
,02/10/2023,13/04/2024,19/04/2024,483,483,Studio pour 4 Personnes,723394,Résidence Zodiac,La Plagne - Plagne Aime 2000,,15,74,La Plagne - Plagne Aime 2000
,02/10/2023,13/04/2024,19/04/2024,547,547,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,15,74,La Plagne - Plagne Aime 2000
,02/10/2023,13/04/2024,19/04/2024,604,604,Studio pour 4 Personnes,723354,Résidence Zodiac,La Plagne - Plagne Aime 2000,,15,74,La Plagne - Plagne Aime 2000
,02/10/2023,20/04/2024,26/04/2024,439,439,Studio pour 4 Personnes,723394,Résidence Zodiac,La Plagne - Plagne Aime 2000,,16,74,La Plagne - Plagne Aime 2000
,02/10/2023,20/04/2024,26/04/2024,492,492,Studio pour 4 Personnes,723454,Résidence Zodiac,La Plagne - Plagne Aime 2000,,16,74,La Plagne - Plagne Aime 2000
,02/10/2023,20/04/2024,26/04/2024,498,498,Studio pour 4 Personnes,723434,Résidence Zodiac,La Plagne - Plagne Aime 2000,,16,74,La Plagne - Plagne Aime 2000
,02/10/2023,20/04/2024,26/04/2024,549,549,Studio pour 4 Personnes,723354,Résidence Zodiac,La Plagne - Plagne Aime 2000,,16,74,La Plagne - Plagne Aime 2000
,02/10/2023,20/04/2024,26/04/2024,580,580,Studio pour 4 Personnes,808244,Résidence Zodiac,La Plagne - Plagne Aime 2000,,16,74,La Plagne - Plagne Aime 2000
,02/10/2023,07/10/2023,13/10/2023,812,812,Chalets pour 7 Personnes,363494,Chalet 50,Lans en Vercors,,40,29994,Lans en Vercors
