web-scrapper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines,cle_station,nom_station
,25/09/2023,30/09/2023,06/10/2023,475,451,2 Pièces 4 Personnes,51574,Résidence Les Patios de la Massane,Argelès-sur-Mer,,39,365,Argelès-sur-Mer
,25/09/2023,07/10/2023,13/10/2023,475,451,2 Pièces 4 Personnes,51574,Résidence Les Patios de la Massane,Argelès-sur-Mer,,40,365,Argelès-sur-Mer
,25/09/2023,14/10/2023,20/10/2023,475,451,2 Pièces 4 Personnes,51574,Résidence Les Patios de la Massane,Argelès-sur-Mer,,41,365,Argelès-sur-Mer
,25/09/2023,21/10/2023,27/10/2023,475,451,2 Pièces 4 Personnes,51574,Résidence Les Patios de la Massane,Argelès-sur-Mer,,42,365,Argelès-sur-Mer
,25/09/2023,16/12/2023,22/12/2023,2353,2235,Chalet 12 Personnes,56393,Chalet Chamonix,Chamonix,,50,25,Chamonix
,25/09/2023,23/12/2023,29/12/2023,3783,3594,Chalet 12 Personnes,56393,Chalet Chamonix,Chamonix,,51,25,Chamonix
,25/09/2023,13/01/2024,19/01/2024,1855,1762,Chalet 12 Personnes,56393,Chalet Chamonix,Chamonix,,2,25,Chamonix
,25/09/2023,20/01/2024,26/01/2024,1855,1762,Chalet 12 Personnes,56393,Chalet Chamonix,Chamonix,,3,25,Chamonix
,25/09/2023,27/01/2024,02/02/2024,1944,1847,Chalet 12 Personnes,56393,Chalet Chamonix,Chamonix,,4,25,Chamonix
,25/09/2023,03/02/2024,09/02/2024,1944,1847,Chalet 12 Personnes,56393,Chalet Chamonix,Chamonix,,5,25,Chamonix
,25/09/2023,10/02/2024,16/02/2024,3783,3594,Chalet 12 Personnes,56393,Chalet Chamonix,Chamonix,,6,25,Chamonix
,25/09/2023,17/02/2024,23/02/2024,3783,3594,Chalet 12 Personnes,56393,Chalet Chamonix,Chamonix,,7,25,Chamonix
,25/09/2023,24/02/2024,01/03/2024,3783,3594,Chalet 12 Personnes,56393,Chalet Chamonix,Chamonix,,8,25,Chamonix
,25/09/2023,02/03/2024,08/03/2024,2690,2556,Chalet 12 Personnes,56393,Chalet Chamonix,Chamonix,,9,25,Chamonix
,25/09/2023,09/03/2024,15/03/2024,2530,2404,Chalet 12 Personnes,56393,Chalet Chamonix,Chamonix,,10,25,Chamonix
,25/09/2023,16/03/2024,22/03/2024,2530,2404,Chalet 12 Personnes,56393,Chalet Chamonix,Chamonix,,11,25,Chamonix
,25/09/2023,23/03/2024,29/03/2024,2192,2082,Chalet 12 Personnes,56393,Chalet Chamonix,Chamonix,,12,25,Chamonix
,25/09/2023,30/03/2024,05/04/2024,2192,2082,Chalet 12 Personnes,56393,Chalet Chamonix,Chamonix,,13,25,Chamonix
,25/09/2023,06/04/2024,12/04/2024,2192,2082,Chalet 12 Personnes,56393,Chalet Chamonix,Chamonix,,14,25,Chamonix
,25/09/2023,13/04/2024,19/04/2024,2192,2082,Chalet 12 Personnes,56393,Chalet Chamonix,Chamonix,,15,25,Chamonix
,25/09/2023,02/12/2023,08/12/2023,1914,1914,4 Pièces pour 6 Personnes,804034,Résidence Lauzes,Valmorel,,48,109,Valmorel
,25/09/2023,09/12/2023,15/12/2023,1914,1914,4 Pièces pour 6 Personnes,804034,Résidence Lauzes,Valmorel,,49,109,Valmorel
,25/09/2023,16/12/2023,22/12/2023,1914,1914,4 Pièces pour 6 Personnes,804034,Résidence Lauzes,Valmorel,,50,109,Valmorel
,25/09/2023,23/12/2023,29/12/2023,3414,3414,4 Pièces pour 6 Personnes,804034,Résidence Lauzes,Valmorel,,51,109,Valmorel
,25/09/2023,06/01/2024,12/01/2024,1914,1914,4 Pièces pour 6 Personnes,804034,Résidence Lauzes,Valmorel,,1,109,Valmorel
,25/09/2023,13/01/2024,19/01/2024,1914,1914,4 Pièces pour 6 Personnes,804034,Résidence Lauzes,Valmorel,,2,109,Valmorel
,25/09/2023,20/01/2024,26/01/2024,1914,1914,4 Pièces pour 6 Personnes,804034,Résidence Lauzes,Valmorel,,3,109,Valmorel
,25/09/2023,27/01/2024,02/02/2024,1914,1914,4 Pièces pour 6 Personnes,804034,Résidence Lauzes,Valmorel,,4,109,Valmorel
,25/09/2023,03/02/2024,09/02/2024,2112,2112,4 Pièces pour 6 Personnes,804034,Résidence Lauzes,Valmorel,,5,109,Valmorel
,25/09/2023,17/02/2024,23/02/2024,3658,3658,4 Pièces pour 6 Personnes,804034,Résidence Lauzes,Valmorel,,7,109,Valmorel
