web-scrapper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines,cle_station,nom_station
,25/09/2023,23/03/2024,29/03/2024,371,334,Appartement 3 Pièces 4/6 Personnes,2364,Résidence Goélia Le Rond Point des Pistes,Saint-François-Longchamp,,12,85,Saint-François-Longchamp
,25/09/2023,30/03/2024,05/04/2024,392,353,Appartement 3 Pièces 4/6 Personnes,2364,Résidence Goélia Le Rond Point des Pistes,Saint-François-Longchamp,,13,85,Saint-François-Longchamp
,25/09/2023,06/04/2024,12/04/2024,392,353,Appartement 3 Pièces 4/6 Personnes,2364,Résidence Goélia Le Rond Point des Pistes,Saint-François-Longchamp,,14,85,Saint-François-Longchamp
,25/09/2023,16/12/2023,22/12/2023,583,583,Studio 5 personnes Confort,161766,Studio accès direct aux pistes à la Mongie,La Mongie,,50,41,La Mongie
,25/09/2023,23/12/2023,29/12/2023,1499,1499,Studio 5 personnes Confort,161766,Studio accès direct aux pistes à la Mongie,La Mongie,,51,41,La Mongie
,25/09/2023,30/12/2023,05/01/2024,1570,1429,Studio 5 personnes Confort,161766,Studio accès direct aux pistes à la Mongie,La Mongie,,52,41,La Mongie
,25/09/2023,06/01/2024,12/01/2024,519,472,Studio 5 personnes Confort,161766,Studio accès direct aux pistes à la Mongie,La Mongie,,1,41,La Mongie
,25/09/2023,13/01/2024,19/01/2024,585,532,Studio 5 personnes Confort,161766,Studio accès direct aux pistes à la Mongie,La Mongie,,2,41,La Mongie
,25/09/2023,20/01/2024,26/01/2024,585,532,Studio 5 personnes Confort,161766,Studio accès direct aux pistes à la Mongie,La Mongie,,3,41,La Mongie
,25/09/2023,27/01/2024,02/02/2024,585,532,Studio 5 personnes Confort,161766,Studio accès direct aux pistes à la Mongie,La Mongie,,4,41,La Mongie
,25/09/2023,03/02/2024,09/02/2024,585,532,Studio 5 personnes Confort,161766,Studio accès direct aux pistes à la Mongie,La Mongie,,5,41,La Mongie
,25/09/2023,10/02/2024,16/02/2024,1440,1310,Studio 5 personnes Confort,161766,Studio accès direct aux pistes à la Mongie,La Mongie,,6,41,La Mongie
,25/09/2023,17/02/2024,23/02/2024,1400,1274,Studio 5 personnes Confort,161766,Studio accès direct aux pistes à la Mongie,La Mongie,,7,41,La Mongie
,25/09/2023,24/02/2024,01/03/2024,1570,1429,Studio 5 personnes Confort,161766,Studio accès direct aux pistes à la Mongie,La Mongie,,8,41,La Mongie
,25/09/2023,02/03/2024,08/03/2024,1242,1130,Studio 5 personnes Confort,161766,Studio accès direct aux pistes à la Mongie,La Mongie,,9,41,La Mongie
,25/09/2023,09/03/2024,15/03/2024,756,688,Studio 5 personnes Confort,161766,Studio accès direct aux pistes à la Mongie,La Mongie,,10,41,La Mongie
,25/09/2023,16/03/2024,22/03/2024,585,532,Studio 5 personnes Confort,161766,Studio accès direct aux pistes à la Mongie,La Mongie,,11,41,La Mongie
,25/09/2023,23/03/2024,29/03/2024,519,472,Studio 5 personnes Confort,161766,Studio accès direct aux pistes à la Mongie,La Mongie,,12,41,La Mongie
,25/09/2023,30/03/2024,05/04/2024,519,472,Studio 5 personnes Confort,161766,Studio accès direct aux pistes à la Mongie,La Mongie,,13,41,La Mongie
,25/09/2023,07/10/2023,13/10/2023,1088,1034,Maison 4 Personnes,70514,Maison de Vacances Saint Tropez,Saint Tropez,,40,1004,Saint Tropez
,25/09/2023,14/10/2023,20/10/2023,1088,1034,Maison 4 Personnes,70514,Maison de Vacances Saint Tropez,Saint Tropez,,41,1004,Saint Tropez
,25/09/2023,04/11/2023,10/11/2023,859,816,Maison 4 Personnes,70514,Maison de Vacances Saint Tropez,Saint Tropez,,44,1004,Saint Tropez
,25/09/2023,11/11/2023,17/11/2023,859,816,Maison 4 Personnes,70514,Maison de Vacances Saint Tropez,Saint Tropez,,45,1004,Saint Tropez
