web-scrapper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines,cle_station,nom_station
,09/10/2023,09/12/2023,15/12/2023,700,700,4 Pièces pour 5 Personnes,564964,Résidence Lupins,Saint-Martin-de-Belleville,,49,90,Saint-Martin-de-Belleville
,09/10/2023,09/12/2023,15/12/2023,820,820,4 Pièces pour 6 Personnes,927334,Résidence Lupins,Saint-Martin-de-Belleville,,49,90,Saint-Martin-de-Belleville
,09/10/2023,16/12/2023,22/12/2023,730,730,4 Pièces pour 5 Personnes,564964,Résidence Lupins,Saint-Martin-de-Belleville,,50,90,Saint-Martin-de-Belleville
,09/10/2023,16/12/2023,22/12/2023,840,840,4 Pièces pour 6 Personnes,927334,Résidence Lupins,Saint-Martin-de-Belleville,,50,90,Saint-Martin-de-Belleville
,09/10/2023,06/01/2024,12/01/2024,760,760,4 Pièces pour 5 Personnes,564964,Résidence Lupins,Saint-Martin-de-Belleville,,1,90,Saint-Martin-de-Belleville
,09/10/2023,06/01/2024,12/01/2024,880,880,4 Pièces pour 6 Personnes,927334,Résidence Lupins,Saint-Martin-de-Belleville,,1,90,Saint-Martin-de-Belleville
,09/10/2023,13/01/2024,19/01/2024,785,785,4 Pièces pour 5 Personnes,564964,Résidence Lupins,Saint-Martin-de-Belleville,,2,90,Saint-Martin-de-Belleville
,09/10/2023,20/01/2024,26/01/2024,865,865,4 Pièces pour 5 Personnes,564964,Résidence Lupins,Saint-Martin-de-Belleville,,3,90,Saint-Martin-de-Belleville
,09/10/2023,27/01/2024,02/02/2024,1175,1175,4 Pièces pour 5 Personnes,564964,Résidence Lupins,Saint-Martin-de-Belleville,,4,90,Saint-Martin-de-Belleville
,09/10/2023,27/01/2024,02/02/2024,1250,1250,4 Pièces pour 6 Personnes,927334,Résidence Lupins,Saint-Martin-de-Belleville,,4,90,Saint-Martin-de-Belleville
,09/10/2023,03/02/2024,09/02/2024,1310,1310,4 Pièces pour 5 Personnes,564964,Résidence Lupins,Saint-Martin-de-Belleville,,5,90,Saint-Martin-de-Belleville
,09/10/2023,03/02/2024,09/02/2024,1395,1395,4 Pièces pour 6 Personnes,927334,Résidence Lupins,Saint-Martin-de-Belleville,,5,90,Saint-Martin-de-Belleville
,09/10/2023,10/02/2024,16/02/2024,2325,2325,4 Pièces pour 5 Personnes,564964,Résidence Lupins,Saint-Martin-de-Belleville,,6,90,Saint-Martin-de-Belleville
,09/10/2023,10/02/2024,16/02/2024,2365,2365,4 Pièces pour 6 Personnes,927334,Résidence Lupins,Saint-Martin-de-Belleville,,6,90,Saint-Martin-de-Belleville
